news_sentence,sentiment_analysis
"FTSE 100 falls as China devaluation hits Burberry, mining stocks","[{'label': 'NEGATIVE', 'score': 0.9997029900550842}]"
AstraZeneca's MedImmune Inks Licensing Deal With Omnis Pharmaceuticals,"[{'label': 'NEGATIVE', 'score': 0.9840084314346313}]"
"Nine banks including Barclays, Citi, agree to pay $2 billion to settle forex ...","[{'label': 'NEGATIVE', 'score': 0.7987495064735413}]"
FDA approves Shire's Vyvanse for binge-eating disorder,"[{'label': 'POSITIVE', 'score': 0.841616690158844}]"
CompaniesCar insurer Hastings Group driving Â£180m IPO,"[{'label': 'NEGATIVE', 'score': 0.9882701635360718}]"
UPDATE 1-Dairy Crest loses a third of Morrisons milk contract,"[{'label': 'NEGATIVE', 'score': 0.9997677206993103}]"
Glencore slumps 25 pct as debt fears grow,"[{'label': 'NEGATIVE', 'score': 0.9997158646583557}]"
Horizonte acquires neighbouring Glencore nickel property in Brazil,"[{'label': 'POSITIVE', 'score': 0.8309338688850403}]"
Companies Thetrainline.com announces arrival of London IPO,"[{'label': 'POSITIVE', 'score': 0.9823206663131714}]"
UPDATE 1-Engineering firm Smiths Group confirms CEO appointment,"[{'label': 'POSITIVE', 'score': 0.9981257319450378}]"
Industry NewsMorrisons unveils which stores will close as 900 jobs face the axe,"[{'label': 'NEGATIVE', 'score': 0.9952423572540283}]"
Glencore slumps 30 percent as debt fears grow,"[{'label': 'NEGATIVE', 'score': 0.9996989965438843}]"
Aberdeen Asset Management Gains Foothold In China,"[{'label': 'POSITIVE', 'score': 0.9961840510368347}]"
ARM Holdings plc Partners With International Business Machines Corp. To Drive ...,"[{'label': 'POSITIVE', 'score': 0.9821949601173401}]"
ARM Holdings plc Partners With International Business Machines Corp. To Drive ...,"[{'label': 'POSITIVE', 'score': 0.9821949601173401}]"
"FTSE 100 drops 2.5 pct on Glencore, metals price fears","[{'label': 'NEGATIVE', 'score': 0.9994844198226929}]"
"After Barclays and Bank of America, Citigroup has blockchain in sight","[{'label': 'NEGATIVE', 'score': 0.9495207071304321}]"
"After Barclays and Bank of America, Citigroup has blockchain in sight","[{'label': 'NEGATIVE', 'score': 0.9495207071304321}]"
AB InBev approaches SABMiller to explore $250bn tie-up,"[{'label': 'POSITIVE', 'score': 0.945008397102356}]"
EU regulator backs approval for GSK injectable asthma drug,"[{'label': 'NEGATIVE', 'score': 0.9671421647071838}]"
Glencore fight back over debt fears lifts shares,"[{'label': 'NEGATIVE', 'score': 0.9645422101020813}]"
"News FeedFTSE 100 movers: Ashtead jumps on strong interims; Glencore, BP in ...","[{'label': 'POSITIVE', 'score': 0.7664909958839417}]"
Brewer AB InBev seeks $275 bln tie-up with SABMiller,"[{'label': 'NEGATIVE', 'score': 0.9957921504974365}]"
AB InBev looks to win over SABMiller investors,"[{'label': 'POSITIVE', 'score': 0.9711530208587646}]"
UPDATE 1-EU regulator backs approval for GSK injectable asthma drug,"[{'label': 'NEGATIVE', 'score': 0.9782514572143555}]"
Copper market may get a 2003-style supply shock from Glencore closures,"[{'label': 'NEGATIVE', 'score': 0.9845847487449646}]"
Breakingviews: IAG can pay more for Aer Lingus,"[{'label': 'NEGATIVE', 'score': 0.9922981858253479}]"
TalkTalk hires BAE Systems to investigate cyber attack,"[{'label': 'NEGATIVE', 'score': 0.9924073815345764}]"
Renewed AB InBev Bid for SABMiller Ups Stake in Beer Battle,"[{'label': 'POSITIVE', 'score': 0.7485358715057373}]"
CompaniesAB InBev signals it won't go hostile for SABMiller,"[{'label': 'POSITIVE', 'score': 0.9608308672904968}]"
Tesco share price jumps as Q3 sales top estimates,"[{'label': 'NEGATIVE', 'score': 0.9826993942260742}]"
AstraZeneca diabetes drug combination faces delay after FDA rebuff,"[{'label': 'NEGATIVE', 'score': 0.998365581035614}]"
Mylan Appoints Ranjan Ray Chaudhuri as Global Commercial Lead for Mylan's Over ...,"[{'label': 'POSITIVE', 'score': 0.9912388920783997}]"
SABMiller revenue hit by weaker EM currencies,"[{'label': 'NEGATIVE', 'score': 0.9992921352386475}]"
UPDATE 5-SABMiller rejects AB InBev's $104 bln takeover approach,"[{'label': 'NEGATIVE', 'score': 0.9899120926856995}]"
CRH's concrete bid for Holcim Lafarge assets,"[{'label': 'NEGATIVE', 'score': 0.9846407175064087}]"
Market Report: Eight-day rally ends for FTSE 100 and Standard Chartered,"[{'label': 'NEGATIVE', 'score': 0.9902598261833191}]"
AB InBev offers SABMiller $3 billion breakup fee,"[{'label': 'NEGATIVE', 'score': 0.9955641031265259}]"
GSK joins China trade push as UK trumpets healthcare deals,"[{'label': 'NEGATIVE', 'score': 0.9700517654418945}]"
AB InBev ups offer for SABMiller as deadline looms,"[{'label': 'NEGATIVE', 'score': 0.9940904974937439}]"
Tesco PLC's Recovery Continues With A Â£250m Cash Infusion,"[{'label': 'POSITIVE', 'score': 0.9474544525146484}]"
"METALS-Zinc surges 12 pct after Glencore cuts output, fuelling metals rally","[{'label': 'NEGATIVE', 'score': 0.8168408870697021}]"
CompaniesUnilever sales lifted by ice cream in soft economy,"[{'label': 'NEGATIVE', 'score': 0.835574209690094}]"
AB InBev's Latest Bid Said Unlikely to Win SABMiller's Approval,"[{'label': 'NEGATIVE', 'score': 0.9765076637268066}]"
Persimmon share price climbs on 23% rise in full-year revenue,"[{'label': 'POSITIVE', 'score': 0.980606734752655}]"
Britain's FTSE forges ahead as Shire surges,"[{'label': 'POSITIVE', 'score': 0.9991353154182434}]"
AB InBev attacks SABMiller bid rebuffal,"[{'label': 'NEGATIVE', 'score': 0.9987314343452454}]"
Anheuser-Busch InBev Increases Offer for Rival SABMiller,"[{'label': 'POSITIVE', 'score': 0.8854988813400269}]"
Why I'd Buy ARM Holdings plc And BHP Billiton plc Today,"[{'label': 'NEGATIVE', 'score': 0.9777452945709229}]"
Barclays PLC & Lloyds Banking Group PLC Are The 2 Banks I'd Buy Today,"[{'label': 'POSITIVE', 'score': 0.9982512593269348}]"
EasyJet Dismisses Lufthansa Low-Cost Plan in Contest for Germany,"[{'label': 'NEGATIVE', 'score': 0.9997394680976868}]"
Ruling sets lower limit on potential fine for BP,"[{'label': 'NEGATIVE', 'score': 0.9735608100891113}]"
"EXCLUSIVE-BP, China's CNPC to unveil oil alliance - sources","[{'label': 'NEGATIVE', 'score': 0.6668301820755005}]"
SAB's Chairman Digs In With Board Divided on InBev Offer,"[{'label': 'NEGATIVE', 'score': 0.9611243605613708}]"
Kinder Morgan and BP Form Joint Venture Limited Liability Company to Purchase ...,"[{'label': 'POSITIVE', 'score': 0.7873650193214417}]"
Supreme Court Upholds $236 Million Jury Award Against ExxonMobil,"[{'label': 'POSITIVE', 'score': 0.8093212842941284}]"
Standard Chartered's Shares Plunge 7% After Fitch Downgrade,"[{'label': 'NEGATIVE', 'score': 0.9933496117591858}]"
Reed Elsevier share price slides on underwhelming full-year results,"[{'label': 'NEGATIVE', 'score': 0.9988827109336853}]"
WPP wins race for 'programmatic buying' agency Essence Digital,"[{'label': 'POSITIVE', 'score': 0.9940980672836304}]"
BHP Billiton share price: Brazil to sue Samarco for Â£3.5bn,"[{'label': 'NEGATIVE', 'score': 0.9867457747459412}]"
G4S slides on balance sheet worries,"[{'label': 'NEGATIVE', 'score': 0.9863163828849792}]"
FDA approves AstraZeneca drug for advanced lung cancer,"[{'label': 'NEGATIVE', 'score': 0.8495358824729919}]"
UPDATE 1-Meggitt reiterates annual outlook after tough 2014,"[{'label': 'NEGATIVE', 'score': 0.8838815689086914}]"
HSBC appoints business leaders to board,"[{'label': 'POSITIVE', 'score': 0.9962252378463745}]"
"HSBC shakes up board with two new business chiefs, three departures","[{'label': 'POSITIVE', 'score': 0.9215545654296875}]"
"Last month we added to our $GILD position and started a new one in $BWLD We see slow, steady, unspectacular growth going forward near term","[{'label': 'NEGATIVE', 'score': 0.9807588458061218}]"
"$TSLA lots of green on the 5 min, watch the hourly $259.33 possible resistance currently @ $257.00","[{'label': 'NEGATIVE', 'score': 0.9939582347869873}]"
$AMGN And #UCB Announce Positive Top-Line Results From Ph3 Study Evaluating Romosozumab In Men... https://t.co/4hBoUDR8B8 via @YahooFinance,"[{'label': 'POSITIVE', 'score': 0.9886372685432434}]"
Sold some $TSLA Puts this morning Closed them at the close. Helps pay for monthly expenses,"[{'label': 'NEGATIVE', 'score': 0.9887022972106934}]"
Windows 10 is awful why did it force an upgrade on my pc without my consent? #windows #Microsoft $msft,"[{'label': 'NEGATIVE', 'score': 0.9997324347496033}]"
$EXPE working on the second leg of its reversal run as it breaks another down trend and continues higher. https://t.co/76DSJysyR0,"[{'label': 'NEGATIVE', 'score': 0.9954527020454407}]"
"$ENDP exit reversal .11 X 3K shares = $330 - now Long - not getting follow through, either side of price action","[{'label': 'NEGATIVE', 'score': 0.9980379939079285}]"
$CTRP not a bad long chart now that it's through sma100 resistance.,"[{'label': 'NEGATIVE', 'score': 0.8989476561546326}]"
$ENDP Was looking for a long entry but today's price action wasn't appealing,"[{'label': 'NEGATIVE', 'score': 0.9994827508926392}]"
"$INTC & $AAPL strong, tech leads DOW higher","[{'label': 'POSITIVE', 'score': 0.9044500589370728}]"
$CTRP breaking out https://t.co/Z2je3rTKch,"[{'label': 'NEGATIVE', 'score': 0.9967669248580933}]"
$CSX another strong rail today after breaking intraday resistance at 1$9.80 https://t.co/eA4FBVuqGP,"[{'label': 'POSITIVE', 'score': 0.994141161441803}]"
loading $SPY and $AAPL puts. think were toppy IMHO.,"[{'label': 'NEGATIVE', 'score': 0.9925897121429443}]"
bot $AMZN 600 weekly calls here @ 5.93,"[{'label': 'NEGATIVE', 'score': 0.9954068660736084}]"
$FB watching for bounce tomorrow,"[{'label': 'NEGATIVE', 'score': 0.626206636428833}]"
#Fintech provider $CAFN Cachet Financial Solutions Surging Forward today post earnings Up +13.26% https://t.co/9BJ3csk2i9 $JKHY $FISV #Momo,"[{'label': 'NEGATIVE', 'score': 0.9873128533363342}]"
"Really surprised by how much $FB has now fallen. Thought there'd be some support around the 50d, but I guess not.","[{'label': 'NEGATIVE', 'score': 0.9995055198669434}]"
$tsla bad day to short,"[{'label': 'NEGATIVE', 'score': 0.9997231364250183}]"
"$TSLA TO RECALL 2,700 MODEL X SUVS FOR SEAT-BELT FIX","[{'label': 'NEGATIVE', 'score': 0.9954630732536316}]"
5 Best Analyst Rated Stocks in Last 72hrs: $ORCL $AAPL $CBS $INO $CPXX View all ratings here: https://t.co/IRID6zd5gc,"[{'label': 'POSITIVE', 'score': 0.7086352705955505}]"
Bought some more $CELG as it is ready for a bounce.,"[{'label': 'NEGATIVE', 'score': 0.9882828593254089}]"
Analysts impressed with progress at Tesla's flagship factory; co spent $1.6B on upgrades in '15 https://t.co/SABxCSn8cd by @tsrandall $TSLA,"[{'label': 'POSITIVE', 'score': 0.9345068335533142}]"
"$CELG back near 104, where it opened and rallied higher last wk. A good place to take a shot https://t.co/zwHThSvFSF","[{'label': 'POSITIVE', 'score': 0.9961329698562622}]"
$AMZN new HOD with conviction keeping $570 on watch for Resistance.,"[{'label': 'NEGATIVE', 'score': 0.9439122676849365}]"
$FB  rejecting HIGHS shortable...at 109,"[{'label': 'NEGATIVE', 'score': 0.9959728121757507}]"
"$CSX is up today to report.  Wall Street is expecting EPS to be at $0.37, and revenues at $2,732B.","[{'label': 'NEGATIVE', 'score': 0.9355626106262207}]"
$FB turns back down in early trading.... https://t.co/reuf5PzhBm,"[{'label': 'NEGATIVE', 'score': 0.9991076588630676}]"
Followed the levels I shared with you on $NFLX $GOOGL $TSLA calls for nice gains. Still holding $FB 110 calls. Week made in a morning.,"[{'label': 'NEGATIVE', 'score': 0.9916083216667175}]"
"$FAST $GWW - daily sales slowing again, pretty timely coincident indicator https://t.co/m6BKHBkzK5","[{'label': 'POSITIVE', 'score': 0.9777961373329163}]"
"Tesla Motors recalls 2,700 Model X SUVs $TSLA https://t.co/xDGrAExkKz","[{'label': 'NEGATIVE', 'score': 0.9972010850906372}]"
"SiriusXM added 465,000 net new subscribers in the first quarter of 2016 $SIRI #CEO #sales #marketresearch #tech #entrepreneur #Speaker","[{'label': 'POSITIVE', 'score': 0.9462242126464844}]"
5-star analyst @brianwieser from Pivotal Research upgraded rating on $GOOGL to BUY. Brian has a 79% success rate https://t.co/t0dn02EOH5,"[{'label': 'POSITIVE', 'score': 0.9966661334037781}]"
Long $ENDP @ $26.23 on $AGN b/o rumor,"[{'label': 'NEGATIVE', 'score': 0.9983919262886047}]"
"You know that back seat? Don't sit in it. - $TSLA -> Tesla recalls 2,700 Model X cars https://t.co/7J0Gwz89ZC","[{'label': 'NEGATIVE', 'score': 0.9972100853919983}]"
This $BBBY stock options trade would have more than doubled your money https://t.co/Oa0loiRIJL via @TheStreet,"[{'label': 'NEGATIVE', 'score': 0.9988692402839661}]"
X marks the recall: Tesla recalls #ModelX for faulty 3rd row seat. https://t.co/HSqdoVry07 $TSLA https://t.co/4Cs3CNZEBB,"[{'label': 'NEGATIVE', 'score': 0.9988616704940796}]"
$STX move off the bottom but still in bear market #datasecurity $EMC $SNDK $WDC https://t.co/VkYdWPxeSN,"[{'label': 'NEGATIVE', 'score': 0.9947041869163513}]"
$VRTX early technical BUY signal... for confirmation > 86 it needs some fundam. incentive https://t.co/QuYSrqFo2x,"[{'label': 'NEGATIVE', 'score': 0.9990322589874268}]"
$FB (110.20) is starting to show some relative strength and signs of potential B/O on the daily.,"[{'label': 'POSITIVE', 'score': 0.996950089931488}]"
"@CGrantWSJ I think this $TSLA bubble might go on for some time. So long as ppl love the cars, they might keep getting funding.","[{'label': 'NEGATIVE', 'score': 0.9936647415161133}]"
$SBUX heading for the 200DMA and certain doom if it can not hold there.,"[{'label': 'NEGATIVE', 'score': 0.9997103810310364}]"
$AMZN long into earnings. looks good over 600,"[{'label': 'POSITIVE', 'score': 0.9963952898979187}]"
$GOOGL is a short below 740 into the upper BB and is overbought,"[{'label': 'NEGATIVE', 'score': 0.9996434450149536}]"
Timberrrr $TSLA https://t.co/MRBgfDHHVa,"[{'label': 'NEGATIVE', 'score': 0.9937770366668701}]"
Interest Heats Up for @Yahoo $YHOO - The Wall Street Journal  https://t.co/j5jVjI9bia,"[{'label': 'NEGATIVE', 'score': 0.9453505873680115}]"
"Tesla Recalling 2,700 Model X Units, Related to Faulty Latch for Third-Row Seats; Fall To $252.50 Level on Recall, Shares Up 1%  $TSLA","[{'label': 'NEGATIVE', 'score': 0.9983697533607483}]"
Commented on It's Time To Embrace Dividend Growth https://t.co/wc2qfP79TN $ABBV $CSCO $WYN,"[{'label': 'POSITIVE', 'score': 0.77988201379776}]"
Word on the street is that Allergen is looking at Endo International after the failed Pfizer merger. May-20 $35 calls active. $ENDP,"[{'label': 'NEGATIVE', 'score': 0.9985816478729248}]"
$SBUX inverted head & shoulders pattern in the works. bullish.,"[{'label': 'NEGATIVE', 'score': 0.9990133047103882}]"
I see a 20 percent upside in $FB shares from here,"[{'label': 'NEGATIVE', 'score': 0.9955741167068481}]"
long $AAPL,"[{'label': 'NEGATIVE', 'score': 0.9961439371109009}]"
$FB popping up to HOD,"[{'label': 'NEGATIVE', 'score': 0.9147937297821045}]"
$TSLA yeah lets go down to 230s lol,"[{'label': 'NEGATIVE', 'score': 0.9971280694007874}]"
#NDX component Tesla has announced it is recalling 2700 Model X SUVs. $TSLA,"[{'label': 'NEGATIVE', 'score': 0.9609116911888123}]"
$YHOO making new HOD,"[{'label': 'NEGATIVE', 'score': 0.9550908803939819}]"
"Daily Mail owner considering Yahoo bid $yhoo ,up 2,05% https://t.co/extZr1riyP","[{'label': 'NEGATIVE', 'score': 0.9956687688827515}]"
$PCLN Back to Back intraday reversals look out below. Shorts moving in!,"[{'label': 'NEGATIVE', 'score': 0.660628616809845}]"
$PYPL great vol flow trade here.. Love this company long time.,"[{'label': 'POSITIVE', 'score': 0.9997175335884094}]"
$ISRG PT raised to $700 from $640 at Leerink - keeps Outperform rated,"[{'label': 'NEGATIVE', 'score': 0.9937426447868347}]"
Long $TSLA short $MBLY https://t.co/jSpUSzo6na,"[{'label': 'NEGATIVE', 'score': 0.9986100196838379}]"
"$TSLA recalls 2,700 Model X cars. Stock dropping hard...","[{'label': 'NEGATIVE', 'score': 0.9993730187416077}]"
$AAPL - Has broken its downtrend - but 200DMA proving to be stiff resistance short term. https://t.co/VlzlgvIHZV,"[{'label': 'NEGATIVE', 'score': 0.9977622032165527}]"
"potential defect with third-row seat belts. Tesla Motors recalls 2,700 Model X SUVs $TSLA https://t.co/YVYDncdNdi","[{'label': 'NEGATIVE', 'score': 0.9968795776367188}]"
Netflix Grows Efforts To Create Loyal Customers $NFLX https://t.co/5QXBkoBphe,"[{'label': 'POSITIVE', 'score': 0.9653071761131287}]"
"Tesla Motors recalls 2,700 Model X SUVs $TSLA https://t.co/F55dx4aegI","[{'label': 'NEGATIVE', 'score': 0.9964865446090698}]"
$FB $AAPL $NKE $JWN bearish charts keep getting worse.,"[{'label': 'NEGATIVE', 'score': 0.9996508359909058}]"
"Apple expected to launch new iPhone, iPad today $AAPL https://t.co/XfnICWeBeG","[{'label': 'NEGATIVE', 'score': 0.9941214919090271}]"
$TSLA stock gaining steam... Plus other notable moves from this week: https://t.co/Hz0wdp5za1,"[{'label': 'POSITIVE', 'score': 0.9824320673942566}]"
$GILD  is expanding its research facilities...keeping up with the pace of innovation  https://t.co/uOE7FJ4LOP,"[{'label': 'POSITIVE', 'score': 0.995012104511261}]"
"$ENDP - we saw a large order in this one last week, someone also accumulating May & Jun 35's Calls today","[{'label': 'NEGATIVE', 'score': 0.9871872663497925}]"
TripAdvisor jumps on M&A rumors https://t.co/O4lwCDXMbr $TRIP,"[{'label': 'NEGATIVE', 'score': 0.9797877073287964}]"
Seat belt recall? who cares....  I'm a buyer $TSLA,"[{'label': 'NEGATIVE', 'score': 0.9970222115516663}]"
$FB gettin in the buy zone soon ;),"[{'label': 'NEGATIVE', 'score': 0.9924747347831726}]"
Starbucks downgraded on same day as new downgraded rewards program starts  $SBUX,"[{'label': 'NEGATIVE', 'score': 0.9978311657905579}]"
"$ADBE technical alerts: Expansion Breakout, Gilligan's Island Sell Setup, Volume Surge, and New 52... https://t.co/LxX66tknFH","[{'label': 'NEGATIVE', 'score': 0.9965842962265015}]"
"$AAPL a new long IF 110.61 is broken. Targets are 112.19, 119.86 & 123.82. Bears must retake 102.77. $QQQ $NQ_F $NDX https://t.co/6l3m1wXChw","[{'label': 'NEGATIVE', 'score': 0.9968841671943665}]"
Thank you $GOOG (Google Alphabet) and $FB (Facebook) stocks! What a nice reversal.,"[{'label': 'POSITIVE', 'score': 0.9638668298721313}]"
"Tesla Motors recalls 2,700 Model X SUVs https://t.co/BFWS3DbM0U $TSLA","[{'label': 'NEGATIVE', 'score': 0.9978731870651245}]"
"$AAPL bounces off support, it seems","[{'label': 'NEGATIVE', 'score': 0.9289464950561523}]"
Deutsche Bank downgrades Starbucks because of new loyalty program https://t.co/Iy4LCUGABc $SBUX,"[{'label': 'NEGATIVE', 'score': 0.998566210269928}]"
$GOOGL gets an upgrade price target $970,"[{'label': 'NEGATIVE', 'score': 0.9925034046173096}]"
NetApp downgraded by Macquarie to underperform. $22.00 PT. https://t.co/XCNgws0t4q $NTAP #NTAP via @RatingsNetwork,"[{'label': 'NEGATIVE', 'score': 0.9993706345558167}]"
"Tesla is recalling 2,700 Model X cars: https://t.co/8Z7BkVsTl9 $TSLA","[{'label': 'POSITIVE', 'score': 0.9539048671722412}]"
$fb small long 109.25 via calls,"[{'label': 'NEGATIVE', 'score': 0.9957796335220337}]"
Commodity Channel Index Indicator signaled a Oversold for $FB #stockmarket https://t.co/VM32d3M9xi https://t.co/cvkojk05Xn,"[{'label': 'NEGATIVE', 'score': 0.9989270567893982}]"
"Isolationism? Another Sell Rating, Sell Ratings On SPY, QQQ, IWM And Several Companies https://t.co/6NKWEcrBA5 $AAPL $AXP $BAC $BLUE $FXE","[{'label': 'NEGATIVE', 'score': 0.9976242184638977}]"
ALERT: New RSI signal created on $COST - Buy at 148.78 - Time: 14:19 - Strength: 10. Powered by https://t.co/MhOBzU3Rmx,"[{'label': 'NEGATIVE', 'score': 0.988909900188446}]"
$SAP Q1 disappoints as #software licenses down. Real problem? #Cloud growth trails $MSFT $ORCL $GOOG $CRM $ADBE https://t.co/jNDphllzq5,"[{'label': 'NEGATIVE', 'score': 0.9994007349014282}]"
$FB gone green on day,"[{'label': 'NEGATIVE', 'score': 0.9963082075119019}]"
"$AMZN rejected that 604 to the penny. Weak open and it goes r/g within first 30 mins, could have 8-10 points in it. https://t.co/58tEAEXxpE","[{'label': 'NEGATIVE', 'score': 0.9986786246299744}]"
$GOOGL is setting up above its 50-day moving average. https://t.co/tTm9RnFoXJ,"[{'label': 'POSITIVE', 'score': 0.9911192059516907}]"
$FB still a dog going much lower this week,"[{'label': 'NEGATIVE', 'score': 0.9993411898612976}]"
Academics claim Google Android two-factor authentication is breakable. #security #authentication #hacking $goog https://t.co/nJx4mnrGLo,"[{'label': 'NEGATIVE', 'score': 0.9989733695983887}]"
ALERT: New MACD signal created on $CTXS - Buy at 77.09 - Time: 18:23 - Strength: 10. Powered by https://t.co/4TdgjEDLLZ,"[{'label': 'NEGATIVE', 'score': 0.9897058010101318}]"
$BAC $ADSK $NFLX long this morning,"[{'label': 'NEGATIVE', 'score': 0.9957173466682434}]"
Locked in some $FB puts for nice gain,"[{'label': 'NEGATIVE', 'score': 0.9883451461791992}]"
3rd red day in a row ? $TSLA,"[{'label': 'NEGATIVE', 'score': 0.990288496017456}]"
Just went long $ILMN,"[{'label': 'NEGATIVE', 'score': 0.9983627200126648}]"
#Apple up almost 20% from its February lows with very little fanfare. $AAPL,"[{'label': 'NEGATIVE', 'score': 0.9963403940200806}]"
$DISH weakness continues again. 49.43 area resistance after last week,"[{'label': 'NEGATIVE', 'score': 0.9948846697807312}]"
$AAPL iPhone shipments on track to exceed forecasts - MarketWatch https://t.co/2CXahJIX7d,"[{'label': 'NEGATIVE', 'score': 0.9918564558029175}]"
$COST short finally making gains. I will take half my gains at 147,"[{'label': 'NEGATIVE', 'score': 0.8730151653289795}]"
Why $TWTR is doomed in 1 chart $FB $GOOG  https://t.co/MpyLiReQjh https://t.co/nlcZawDoHP,"[{'label': 'NEGATIVE', 'score': 0.9997164607048035}]"
Apple Inc.: The Rip-Roaring Rally Is Just Beginning! (AAPL) | InvestorPlace $AAPL https://t.co/jrcFC8XlY9,"[{'label': 'NEGATIVE', 'score': 0.6331843137741089}]"
"Upside moves in the volatile #mining sector, sending Anglo American PLC $AAL up 6.8% as of 4:30 PM, London time","[{'label': 'NEGATIVE', 'score': 0.9691181182861328}]"
"Tesla: Voluntary recall of 2,700 Model X vehicles, due to back seat issue. $TSLA https://t.co/NPAkc3U6GS","[{'label': 'NEGATIVE', 'score': 0.9980415105819702}]"
@scottrade Why is $tsla not available for shorting at this time?  Same for $w?,"[{'label': 'NEGATIVE', 'score': 0.9995229244232178}]"
Deutsche Bank Downgraded Starbucks Co. $SBUX https://t.co/QqlEvVwPMV https://t.co/f2PdQjuTHa,"[{'label': 'NEGATIVE', 'score': 0.9993183612823486}]"
Coke dividend - 3%. Google dividend - 0%. For passive income Coke takes it. $GOOG $KO https://t.co/QBsoWjxOST,"[{'label': 'NEGATIVE', 'score': 0.9980939030647278}]"
Juniper tumbles on Q1 warning; Cisco also lower https://t.co/N8X8BpLJ1E $JNPR $CSCO,"[{'label': 'NEGATIVE', 'score': 0.9990105628967285}]"
Looking for a strong bounce $SPY -- Lunchtime rally coming. $DIA $IWM $QQQ $AA $FB,"[{'label': 'NEGATIVE', 'score': 0.997650682926178}]"
"DJI overbought: $AAPL, $AXP, $BA, $CVX, $IBM, $INTC, $VZ https://t.co/wMy1PnomJF","[{'label': 'NEGATIVE', 'score': 0.9990578293800354}]"
"Baird likes $TSLA - upgrades to outperform, lifts price target to $300. Research firm also sees no capital raise necessary in next few qtrs","[{'label': 'NEGATIVE', 'score': 0.9994753003120422}]"
$tsla X recall not a big deal... the problem is now they will have an excuse to guide way way lower...,"[{'label': 'NEGATIVE', 'score': 0.9996658563613892}]"
$TSLA not dipping - testing the 200 day ma https://t.co/jEPLmZQKGW,"[{'label': 'NEGATIVE', 'score': 0.9854698181152344}]"
"On #FEDDAY looking for a sharp move up in equities $AAPL $HD $LOW $FB seeing $UVXY $TVIX getting hammered, even though market is down.","[{'label': 'NEGATIVE', 'score': 0.9981108903884888}]"
$JD down 20% in after-hour market. anyone care to explain why?,"[{'label': 'NEGATIVE', 'score': 0.9992927312850952}]"
Look at that $AMZN > 600,"[{'label': 'NEGATIVE', 'score': 0.9902507066726685}]"
Yahoo stock is up to $36.46 as the bidding war picks up for the company https://t.co/JDNZXDCMkl $YHOO https://t.co/HmOegfHgvn,"[{'label': 'NEGATIVE', 'score': 0.9970071911811829}]"
Starbucks shares down as much as ~4.2% $SBUX https://t.co/JlgrprR54k,"[{'label': 'NEGATIVE', 'score': 0.9984092116355896}]"
$AAPL Beat the estimates. Will still go down on lack of new products. https://t.co/sX3z7u6N8o,"[{'label': 'NEGATIVE', 'score': 0.9996193647384644}]"
long $AAPL 107 calls @ .40,"[{'label': 'NEGATIVE', 'score': 0.995945394039154}]"
"Facebook, near a buy point last week, faces a different technical test today https://t.co/c72LLMpiNM $FB $AAPL $NFLX https://t.co/fPFbYTYPuY","[{'label': 'NEGATIVE', 'score': 0.9977655410766602}]"
"$SBUX down PM, from $DB downgrade.. PT cut from 70 to $64","[{'label': 'NEGATIVE', 'score': 0.9987928867340088}]"
$EBAY  e-bay bay!  working on a couple daily dojis .. should continue to the downside  https://t.co/lgU0yBxEZe,"[{'label': 'NEGATIVE', 'score': 0.9988896250724792}]"
Breaking 52 week highs timing looks great now $AHS $BABY $POST $IGE $IRDM $EWBC $PHYS $ULTA $VNET $BIV https://t.co/11K8JzuzMU,"[{'label': 'POSITIVE', 'score': 0.6343466639518738}]"
$TSLA recalling pretty much every single model X @cnnbrk got to short that even at work you jump in money trade,"[{'label': 'NEGATIVE', 'score': 0.9985199570655823}]"
$aapl high of day just hit. Back at it tomorrow.,"[{'label': 'NEGATIVE', 'score': 0.9923712015151978}]"
ouch looks like $tsla shorts getting skinned again,"[{'label': 'NEGATIVE', 'score': 0.998672604560852}]"
"Qualcomm: 10% Dividend Increase Rewards Patient Investors, The Future Looks Bright https://t.co/TJjVpqhHqD $QCOM","[{'label': 'NEGATIVE', 'score': 0.86484694480896}]"
Facebook $FB received a Buy rating from Wells Fargo 5-star Analyst Peter Stabler (Wells Fargo) https://t.co/jnB4c9vdCu,"[{'label': 'NEGATIVE', 'score': 0.9578230977058411}]"
$TSLA Wish had my puts back but see if we can find support around 243.39 and pop up so that I can get back in. https://t.co/hFkLq3WObV,"[{'label': 'NEGATIVE', 'score': 0.9980618357658386}]"
Citrix Systems Inc $CTXS Position Increased by Mizuho… https://t.co/v7Lkq08Flp @ShareStockNews,"[{'label': 'NEGATIVE', 'score': 0.9853371977806091}]"
"Notable gainers among liquid option names this morning include $STX (+7.0%), $NEM (+4.6%), $WDC (+4.2%), $X (+4.1%), and $GME (+3.4%),","[{'label': 'NEGATIVE', 'score': 0.9887014627456665}]"
Is #Facebook's user engagement falling? https://t.co/tqMMt7N16X $FB https://t.co/sedqRWgdkt,"[{'label': 'NEGATIVE', 'score': 0.9996862411499023}]"
S&P downgrades Barclays and RBS on government bailout fears,"[{'label': 'NEGATIVE', 'score': 0.9992994070053101}]"
Irish housebuilder Cairn Homes plans London listing,"[{'label': 'POSITIVE', 'score': 0.9849855899810791}]"
Arm slammed by handset sales outlook,"[{'label': 'NEGATIVE', 'score': 0.9995920062065125}]"
CompaniesLSE adds ex-SEC head Schapiro to board,"[{'label': 'POSITIVE', 'score': 0.9960046410560608}]"
