Sentence,Sentiment,predicted_sentiment_3_class,confidence_3_class
"$TSLA on fire, what is that 6 up days in a row. Someone neeeeds!! in",POS,neutral,0.9996988773345947
$GILD chart: With $IBB back over support. https://t.co/GpRZ2UJFC4,POS,neutral,0.9018644094467163
"$KNDI #China #ElectricCar maker. China car sales +7.8%. Also, may feed off $TSLA momentum run lately.",POS,positive,0.9996614456176758
"took some $ENDP long this am, using VWAP as guide",POS,neutral,0.9998581409454346
"maybe closing all those $AAPL calls i had this morning was a bad idea, money left on the table...",POS,negative,0.9290362000465393
$AAPL weekly still under the 50 moving average and creating a lower high. https://t.co/vT7ppzY2UY,NEG,negative,0.9983987212181091
"Intuitive Surgical $ISRG is in a great financial position, take a look https://t.co/VahhJAcBFG https://t.co/24hQTQX4ou",POS,positive,0.9993414282798767
$NFLX I say it's time to short at this point.,NEG,negative,0.9475704431533813
$TSLA upgraded to Buy @ Argus w/ $333 PT - you'd almost think after ~100pt run in 5 weeks this would be the sell signal,POS,positive,0.9990342855453491
$FB slight green... May be runner later,POS,neutral,0.9998441934585571
"$AAPL Stock Climbs as Barron's Sees 40% Upside, Jim Cramer's Take  https://t.co/lKlD9mVKBQ",POS,positive,0.998986542224884
"Tesla to recall 2,700 Model X SUVs over seat issue https://t.co/OdPraN59Xq $TSLA https://t.co/xvn4blIwpy https://t.co/ThfvWTnRPs",NEG,negative,0.5779916048049927
Juniper tumbles on Q1 warning; Cisco also lower $JNPR $CSCO https://t.co/bGvIntk43h,NEG,negative,0.9986833930015564
"$ATVI ooks pretty bullish for now. from a short-term perspective, it's got a good chance of maybe sliding back to 33.70 #stocks #investing",POS,positive,0.9995539784431458
$CTRP  breaking out here on good vol and a parser buy signal  ..noticed this on bob langs comments looking for 48 fast,POS,positive,0.9971370697021484
"78 users on Vetr are bearish on Tesla Motors, Inc., indicating a SELL Rating (2 stars) for $TSLA https://t.co/vVpzqCXsNJ",NEG,negative,0.9977303147315979
4 beaten-down Internet companies that may be ripe for a #takeover target: #Twitter $TWTR - #LinkedIn $LNKD - #Yahoo! $YHOO - #Groupon $GRPN,POS,neutral,0.9957534074783325
"$STX long play, another consistent profit zone.. check it out https://t.co/DQfuzOzYlh https://t.co/ggne4ayzqn",POS,positive,0.9990087747573853
"$FB trend, hits mid 110's and drops",NEG,negative,0.9981083869934082
$PCLN Trying to break daily trend line! Big move could happen https://t.co/gY0aDb2jsQ https://t.co/KPBBCgQ2xy,POS,positive,0.9990472197532654
$FB I've been dead on so far. Such a bloated valuation. https://t.co/czCf8Kbrlt,NEG,negative,0.9927570223808289
$TSLA recall model X https://t.co/b7izYa4BuE,NEG,neutral,0.9997847676277161
"$TSLA Recalls 2,700 Model X Vehicles; Shares Volatile https://t.co/tcKqZnMIqX #TSLA #tech #stockmarket https://t.co/FeMhJtAmQj",NEG,neutral,0.5200986266136169
Breaking: Tesla recalls all Model X cars  .. details on show now $TSLA,NEG,neutral,0.9998595714569092
"$QCOM The indicator RSI is over 50, which stands at 56.1, an upward movement is expected. https://t.co/yfa9jcUsQa",POS,positive,0.9985748529434204
Supermarket Stocks Rally as Tesco Plans to Axe Non-core UK Assets $TSCO https://t.co/BmvhcrwREA,POS,negative,0.9720293283462524
$TRIP maintains Neutral rating at JP Morgan- PT cut $61 from $66,NEG,negative,0.9973675608634949
Why Alphabet Inc was just upgraded to buy https://t.co/dEVnLKhqtZ $GOOGL,POS,positive,0.999491810798645
@NASDboy I think the DNF crew can get this $NFLX short into the next 30 days heading into earnings,NEG,negative,0.9978912472724915
Added more $BBBY @jimcramer is wrong about this one. Still a very profitable merchant with profitable stores,POS,positive,0.9787236452102661
Added long at friday close  $SPY $LABU $BLUE $AMZN,POS,neutral,0.9998824596405029
"Isolationism? Another Sell Rating, Sell Ratings On SPY, QQQ, IWM And Several Companies https://t.co/j35FNnx744 $AAPL #APPLE $AXP $BAC",NEG,negative,0.8361371755599976
long $SDLP $CPGX $TWTR $BITA $LABU $FB $TSLA $ETE $SDRL  Autocharts @ https://t.co/nxLx1ES7nY,POS,neutral,0.9998841285705566
Costco: A Premier Retail Dividend Play https://t.co/J3UhTs022M $COST,POS,neutral,0.9998867511749268
Pivotal Research upgrading $GOOGL to buy.  https://t.co/LSahepdqhD    #stocktrading,POS,positive,0.9906256198883057
Most bullish stocks on Twitter during this dip. $YHOO $GDX $GOOGL $STZ $GOLD $EW $VZ $CELG $SBUX $SCTY more: https://t.co/iuZJelfwt3,POS,positive,0.9563207030296326
$TSLA <STUDY the CHARTS> Pullback_Time https://t.co/ZMDG0fb3I7,NEG,neutral,0.999748170375824
#Tesla Model S deliveries are up 35% in Germany - record deliveries in March [Chart] https://t.co/yCnClcBImV  $TSLA,POS,positive,0.9997121691703796
