_id,Sentence,Company,Sentiment,Type,Coarse-Grained Event,Fine-Grained Event,Industry
1635,Sainsbury CFO Rogers to Replace Home Retail CEO Walden,Home Retail,NEU,headline,Management Affairs,"Directors, Supervisors, and Senior Executives Dynamics",Specialty Retail
1636,BP joins forces with Det Norske in Norway,Det Norske,POS,headline,Business Operations,Initiating Cooperation,"Oil, Gas & Consumable Fuels"
1639,BRIEF-Legal & General's retirement business books 4 billion stg H1 sales,Legal & General,POS,headline,Financial Affairs,Other Financial Affairs,Insurance
1640,Johnson Matthey revs up on clean air drive,Johnson Matthey,POS,headline,Business Operations,Other Business Operations Affairs,Chemicals
165,RBS will reportedly appoint Howard Davies as its next chairman,RBS,POS,headline,Management Affairs,"Directors, Supervisors, and Senior Executives Dynamics",Banks
1663,"Goldman Sachs, Barclays, HSBC downplay Brexit threat",HSBC,NEG,headline,Compliance and Credit,Other Compliance and Credit Affairs,Banks
1663,"Goldman Sachs, Barclays, HSBC downplay Brexit threat",Goldman Sachs,NEG,headline,Compliance and Credit,Other Compliance and Credit Affairs,Capital Markets
1663,"Goldman Sachs, Barclays, HSBC downplay Brexit threat",Barclays,NEU,headline,Compliance and Credit,Other Compliance and Credit Affairs,Banks
1669,Asahi could be about to snap up more of SABMiller's beers ahead of AB InBev sale,Asahi,POS,headline,Financing and Investment,Investment Events,Beverages
1669,Asahi could be about to snap up more of SABMiller's beers ahead of AB InBev sale,SABMiller,POS,headline,Financing and Investment,Investment Events,Beverages
1670,LSE-Deutsche BÃ¶rse dealmakers wrong to ignore Brexit risk,Deutsche Börse,NEG,headline,Compliance and Credit,Other Compliance and Credit Affairs,Capital Markets
1670,LSE-Deutsche BÃ¶rse dealmakers wrong to ignore Brexit risk,LSE,NEG,headline,Compliance and Credit,Other Compliance and Credit Affairs,Energy Equipment & Services
168,HSBC Hit by Fresh Details of Tax Evasion Claims,HSBC,NEG,headline,Compliance and Credit,Legal Affairs,Banks
1682,Tesco sales recover as focus returns to core business,Tesco,POS,headline,Financial Affairs,Other Financial Affairs,Consumer Staples Distribution & Retail
1692,Johnson Matthey profit falls but dividend rises,Johnson Matthey,NEU,headline,Shareholder Affairs,Other Shareholder Affairs,Chemicals
1699,"Are ARM Holdings plc, Domino's Pizza Group plc and ASOS plc 3 must-have growth stocks?",Domino's Pizza Group plc,POS,headline,Business Operations,Other Business Operations Affairs,"Hotels, Restaurants & Leisure"
1699,"Are ARM Holdings plc, Domino's Pizza Group plc and ASOS plc 3 must-have growth stocks?",ASOS plc,NEU,headline,Business Operations,Other Business Operations Affairs,Broadline Retail
1700,Priceline's stock jumps to new high for the year after Barclays upgrade,Priceline,POS,headline,Stock Affairs,Other Stock Affairs,"Hotels, Restaurants & Leisure"
1708,"Tesco set to sell Kipa, Giraffe businesses - Sky News",Tesco,POS,headline,Stock Affairs,Stock Price Movement,Consumer Staples Distribution & Retail
1708,"Tesco set to sell Kipa, Giraffe businesses - Sky News",Kipa,NEG,headline,Stock Affairs,Stock Price Movement,Consumer Staples Distribution & Retail
171,Relief for Lewis as Tesco sees sales grow for first time in a year,Tesco,POS,headline,Financial Affairs,Other Financial Affairs,Consumer Staples Distribution & Retail
1712,The Coca-Cola Company and Coca-Cola FEMSA to Acquire AdeS Soy-Based Beverage Business From Unilever,Coca-Cola Company,POS,headline,Financing and Investment,Mergers and Acquisitions,Beverages
1712,The Coca-Cola Company and Coca-Cola FEMSA to Acquire AdeS Soy-Based Beverage Business From Unilever,Coca-Cola FEMSA,POS,headline,Financing and Investment,Mergers and Acquisitions,Beverages
1717,HSBC Says Unit to Book $585 Million Charge on Settlement,HSBC,NEG,headline,Compliance and Credit,Legal Affairs,Banks
1718,"Hammerson, JV Partner secure ownership of Ireland's Dundrum - Quick Facts",Hammerson,POS,headline,Financing and Investment,Mergers and Acquisitions,Retail REITs
1728,Aviva promises higher dividends to boost flagging share price,Aviva,POS,headline,Shareholder Affairs,Other Shareholder Affairs,Insurance
1734,CompaniesFresnillo shares jump 8% as silver price breaks $21,Fresnillo,POS,headline,Stock Affairs,Stock Price Movement,Metals & Mining
1735,"Should you buy Associated British Foods plc, Great Portland Estates plc and Dunelm Group plc following today's news?",Dunelm Group plc,POS,headline,Business Operations,Other Business Operations Affairs,Specialty Retail
1735,"Should you buy Associated British Foods plc, Great Portland Estates plc and Dunelm Group plc following today's news?",Great Portland Estates plc,POS,headline,Business Operations,Other Business Operations Affairs,Diversified REITs
1737,Berkshire seeks to boost its Wells Fargo stake above 10 percent,Wells Fargo,POS,headline,Stock Affairs,Stock Price Movement,Banks
1741,Tesco share price tumbles after negative broker note,Tesco,NEG,headline,Stock Affairs,Stock Price Movement,Consumer Staples Distribution & Retail
1742,London Stock Exchange Shareholders Approve Merger With Deutsche BÃ¶rse,London Stock Exchange,POS,headline,Financing and Investment,Mergers and Acquisitions,Capital Markets
1743,UPDATE 1-Berkshire applies to boost Wells Fargo stake above 10 pct,Wells Fargo,POS,headline,Stock Affairs,Stock Price Movement,Banks
1748,Berkshire applies to boost Wells Fargo stake above 10 percent,Wells Fargo,POS,headline,Stock Affairs,Stock Price Movement,Banks
1750,"Aviva, M&G suspend property funds as investors panic",M&G,NEG,headline,Compliance and Credit,Other Compliance and Credit Affairs,Capital Markets
1754,"UK housing market steadies after Brexit dip, Persimmon says",Perssimon,POS,headline,Business Operations,"Sales, Market Share Changes",Household Durables
1755,BRIEF-Aviva aims to increase dividend pay-out ratio to 50 pct in 2017,Aviva,POS,headline,Shareholder Affairs,Other Shareholder Affairs,Insurance
176,Morrisons finance chief to fill gap as CEO leaves early,Morrisons,NEG,headline,Management Affairs,"Directors, Supervisors, and Senior Executives Dynamics",Consumer Staples Distribution & Retail
1764,Builder Persimmon hails 6% rise in house sales,Persimmon,POS,headline,Financial Affairs,Other Financial Affairs,Household Durables
1779,EasyJet attracts more passengers in June but still lags Ryanair,Ryanair,POS,headline,Financial Affairs,Other Financial Affairs,Passenger Airlines
178,"UPDATE: Persimmon Profit Up Strongly, Outlook Positive",Persimmon,POS,headline,Financial Affairs,Other Financial Affairs,Household Durables
182,TRLPC - CRH backs Lafarge Holcim asset buy with 6.5 bln euro bridge loan,Lafarge Holcim,POS,headline,Stock Affairs,Stock Buyback,Construction Materials
183,Tesco shareholders back ITV head for chairman,Tesco,POS,headline,Management Affairs,"Directors, Supervisors, and Senior Executives Dynamics",Consumer Staples Distribution & Retail
184,"Buffett's Berkshire builds Deere stake, dumps Exxon",Exxon,NEG,headline,Stock Affairs,Stock Price Movement,"Oil, Gas & Consumable Fuels"
184,"Buffett's Berkshire builds Deere stake, dumps Exxon",Deere,POS,headline,Stock Affairs,Stock Price Movement,Machinery
185,Aviva Fined $27 Million by U.K. Regulator Over Fee Failings,Aviva,NEG,headline,Compliance and Credit,Regulatory Inquiries,Insurance
186,AstraZeneca's patent on asthma drug invalidated by US court,AstraZeneca,NEG,headline,Compliance and Credit,Legal Affairs,Pharmaceuticals
187,Rolls-Royce to Ensure Compliance After Petrobras Bribery Report,Rolls-Royce,NEG,headline,Compliance and Credit,Company Litigation,Aerospace & Defense
188,Whitbread share price climbs on Q4 sales growth,Whitbread,POS,headline,Stock Affairs,Stock Price Movement,"Hotels, Restaurants & Leisure"
190,Warren Buffett defends Berkshire Hathaway's conglomerate structure,Berkshire Hathaway,POS,headline,Business Operations,Other Business Operations Affairs,Insurance
199,G4S sees profits rise but UK contract problems remain,G4S,POS,headline,Compliance and Credit,Other Compliance and Credit Affairs,Commercial Services & Supplies
206,Friends Life lifts profits 38% and hikes divi ahead of proposed Aviva takeover,Friends Life,POS,headline,Financial Affairs,Profit Announcement,Insurance
212,Auto Trader share price surges as company floats on LSE,Auto Trader,POS,headline,Stock Affairs,Stock Price Movement,Interactive Media & Services
214,New Credit Suisse boss faces stiff challenge in Asia,Credit Suisse,NEG,headline,Compliance and Credit,Other Compliance and Credit Affairs,Capital Markets
218,"UPDATE: EasyJet Passenger Numbers, Aer Lingus Traffic Up In February",EasyJet,POS,headline,Financial Affairs,Other Financial Affairs,Passenger Airlines
218,"UPDATE: EasyJet Passenger Numbers, Aer Lingus Traffic Up In February",Aer Lingus,POS,headline,Financial Affairs,Other Financial Affairs,Passenger Airlines
219,Is It Worth Investing In Tesco PLC And Prudential plc Now?,Tesco PLC,POS,headline,Financing and Investment,Investment Events,Consumer Staples Distribution & Retail
22,Insight hires Aviva's David Hillier for multi-asset team,Insight,POS,headline,Management Affairs,"Directors, Supervisors, and Senior Executives Dynamics",Professional Services
225,UK WINNERS & LOSERS: Aviva And Friends Life Lead FTSE 100 Gainers,Friends Life,POS,headline,Stock Affairs,Stock Price Movement,Insurance
234,Sainsbury's says to outperform rivals in tough market,Sainsbury,POS,headline,Business Operations,"Sales, Market Share Changes",Consumer Staples Distribution & Retail
239,CompaniesKingfisher bid for Mr Bricolage runs into trouble,Mr Bricolage,NEG,headline,Financing and Investment,Mergers and Acquisitions,Specialty Retail
240,UPDATE 3-Auto Trader shares leap in UK's biggest private equity-backed listing,Auto Trader,POS,headline,Stock Affairs,Stock Status,Interactive Media & Services
241,"London open: Taylor Wimpey and Ashtead drive markets higher, Barclays falls",Ashtead,POS,headline,Business Operations,"Sales, Market Share Changes",Commercial Services & Supplies
241,"London open: Taylor Wimpey and Ashtead drive markets higher, Barclays falls",Barclays,NEG,headline,Stock Affairs,Stock Price Movement,Banks
241,"London open: Taylor Wimpey and Ashtead drive markets higher, Barclays falls",Tailor Wimpey,POS,headline,Stock Affairs,Stock Price Movement,Building Products
242,GSK and Novartis complete deals to reshape both drugmakers,Novartis,POS,headline,Management Affairs,Employee Dynamics,Pharmaceuticals
244,"Aviva, Friends Life top forecasts ahead of 5.6 billion pound merger",Friends Life,POS,headline,Financing and Investment,Mergers and Acquisitions,Insurance
246,Citigroup to Sell OneMain to Springleaf for $4.25 Billion,OneMain,POS,headline,Financing and Investment,Mergers and Acquisitions,Consumer Finance
246,Citigroup to Sell OneMain to Springleaf for $4.25 Billion,Springleaf,POS,headline,Financing and Investment,Mergers and Acquisitions,Consumer Finance
247,"U.K. Stocks Resume Gains to Rally to Record; CRH, Tullow Climb",Tullow,POS,headline,Stock Affairs,Stock Price Movement,"Oil, Gas & Consumable Fuels"
248,British American Tobacco drops and sues PwC over pollution scandal,PwC,NEG,headline,Stock Affairs,Stock Price Movement,Professional Services
252,UK's FTSE has worst day so far in 2015 as BG and Prudential fall,Prudential,NEG,headline,Stock Affairs,Stock Price Movement,Insurance
253,"Kraft, Cadbury's and Britvic in Total Recall: how pulling a product affects profit",Kraft,NEG,headline,Business Operations,Other Business Operations Affairs,Food Products
253,"Kraft, Cadbury's and Britvic in Total Recall: how pulling a product affects profit",Cadbury's,NEG,headline,Business Operations,Other Business Operations Affairs,Food Products
257,How Kraft-Heinz Merger Came Together in Speedy 10 Weeks,Kraft,POS,headline,Financing and Investment,Mergers and Acquisitions,Food Products
258,AstraZeneca Teams With Daiichi Sankyo To Sell Movantik In US,Daiichi Sankyo,POS,headline,Business Operations,Initiating Cooperation,Pharmaceuticals
258,AstraZeneca Teams With Daiichi Sankyo To Sell Movantik In US,Movantik,POS,headline,Business Operations,Initiating Cooperation,Biotechnology
263,RBI surprises Street; Sensex pares gains after hitting mount 30k,Sensex,NEG,headline,Stock Affairs,Stock Price Movement,Capital Markets
264,Credit Suisse poaches Prudential's Thiam for Asian push,Prudential,NEG,headline,Business Operations,Other Business Operations Affairs,Insurance
264,Credit Suisse poaches Prudential's Thiam for Asian push,Credit Suisse,POS,headline,Business Operations,Other Business Operations Affairs,Capital Markets
266,Kingfisher takeover of Mr Bricolage could hit a brick wall,Mr Bricolage,NEG,headline,Financing and Investment,Mergers and Acquisitions,Specialty Retail
270,"U.K. Stocks Little Changed Near Record as Barclays, Shell Fall",Shell,NEG,headline,Stock Affairs,Stock Price Movement,"Oil, Gas & Consumable Fuels"
274,Insurers: Admiral blows hot and cold but Aviva soars pre-Friends Life merger,Friends Life,POS,headline,Stock Affairs,Stock Price Movement,Insurance
275,AstraZeneca And Daiichi Sankyo To Jointly Commercialise MOVANTIK In The US,MOVANTIK,POS,headline,Business Operations,Initiating Cooperation,Biotechnology
275,AstraZeneca And Daiichi Sankyo To Jointly Commercialise MOVANTIK In The US,Daiichi Sankyo,POS,headline,Business Operations,Initiating Cooperation,Pharmaceuticals
279,Legal & General arm buys 50 pct stake in MediaCityUK in Manchester,MediaCityUK,POS,headline,Stock Affairs,Stock Price Movement,Real Estate Management & Development
281,Randgold profit hit by poor gold price but dividend still increases,Rangold,NEG,headline,Shareholder Affairs,Other Shareholder Affairs,Metals & Mining
290,"CompaniesTravis Perkins lifts dividend, earnings rise 15%",Travis Perkins,POS,headline,Shareholder Affairs,Other Shareholder Affairs,Trading Companies & Distributors
293,Market Report: Aviva tops the market as traders approve of its choice of Friends,Friends,POS,headline,Stock Affairs,Stock Price Movement,Insurance
296,Insurer Old Mutual picks Standard Bank's Hemphill as new CEO,Standard Bank,POS,headline,Management Affairs,"Directors, Supervisors, and Senior Executives Dynamics",Banks
30,Primark racks up a happy Christmas after strong sales,Primark,POS,headline,Financial Affairs,Other Financial Affairs,Food Products
302,"FDA panel backs safety updates for AstraZeneca, Takeda drugs",Takeda,NEG,headline,Compliance and Credit,Regulatory Inquiries,Pharmaceuticals
302,"FDA panel backs safety updates for AstraZeneca, Takeda drugs",AstraZeneca,POS,headline,Compliance and Credit,Regulatory Inquiries,Pharmaceuticals
